gre_score,test_score_toefl,undergraduation_score,work_ex,papers_published,ranking,status,technical_skills_score,Logical quotient rating,Hours working per day
305.0,65.0,2.6,47.0,3.0,117.0,accept,81.125,3,4
291.0,65.0,3.22,6.0,0.0,117.0,accept,79.25,8,7
296.0,84.0,3.62,4.0,3.0,117.0,accept,76.625,2,10
310.0,99.0,3.83,32.0,3.0,117.0,accept,80.75,9,6
303.0,101.0,3.28,27.0,0.0,117.0,accept,76.5,9,11
310.0,75.0,3.4,0.0,0.0,117.0,accept,84.5,4,10
302.0,90.0,3.08,15.0,0.0,117.0,accept,87.625,9,6
310.0,75.0,3.45,20.0,3.0,117.0,accept,68.5,1,6
302.0,65.0,2.95,0.0,2.0,117.0,accept,77.75,7,8
305.0,101.0,3.03,34.0,0.0,117.0,accept,82.5,6,9
313.0,106.0,3.28,41.0,1.0,117.0,accept,72.75,9,7
303.0,101.0,2.92,23.0,3.0,117.0,accept,76.375,3,6
305.0,65.0,2.94,13.0,0.0,117.0,accept,84.25,4,7
315.0,102.0,2.08,37.0,0.0,117.0,accept,76.125,7,4
315.0,102.0,2.08,37.0,0.0,117.0,accept,74.75,6,12
310.0,90.0,2.51,57.0,0.0,117.0,accept,75.25,5,5
299.0,65.0,2.75,26.0,0.0,117.0,accept,77.125,1,10
303.0,89.0,3.0,0.0,0.0,117.0,accept,71.125,4,10
311.0,65.0,2.58,0.0,0.0,117.0,accept,76.625,4,10
304.0,75.0,3.1,26.0,0.0,117.0,accept,76.5,5,6
312.0,107.0,3.34,0.0,0.0,117.0,accept,72.75,2,7
304.0,0.0,2.16,39.0,0.0,117.0,accept,77.5,3,9
330.0,115.0,3.25,0.0,0.0,117.0,accept,77.375,5,12
288.0,101.0,2.75,0.0,0.0,117.0,accept,78.875,7,11
310.0,99.0,2.55,38.0,0.0,117.0,accept,76.75,2,5
308.0,0.0,3.22,0.0,0.0,117.0,accept,73.25,8,12
328.0,0.0,2.94,0.0,0.0,117.0,accept,79.375,1,8
299.0,91.0,2.7,33.0,0.0,117.0,accept,71.375,8,10
321.0,75.0,3.32,0.0,0.0,117.0,accept,70.625,2,7
302.0,65.0,1.42,2.0,0.0,117.0,accept,80.875,9,5
304.0,0.0,2.17,6.0,0.0,117.0,accept,72.75,8,6
304.0,75.0,3.0,0.0,0.0,117.0,accept,73.25,1,4
302.0,100.0,1.9,0.0,0.0,117.0,accept,81.375,2,10
312.0,99.0,2.6,27.0,0.0,117.0,accept,74.75,8,9
308.0,106.0,2.57,0.0,0.0,117.0,accept,81.5,1,11
308.0,106.0,2.57,0.0,0.0,117.0,accept,66.625,6,6
313.0,108.0,3.02,20.0,3.0,117.0,accept,81.625,3,9
306.0,101.0,3.13,0.0,2.0,117.0,accept,73.375,1,6
308.0,94.0,2.49,0.0,0.0,117.0,accept,78.25,1,7
318.0,110.0,2.82,6.0,0.0,117.0,accept,71.125,9,10
309.0,114.0,2.3,20.0,0.0,117.0,accept,80.75,3,8
312.0,104.0,2.56,0.0,0.0,117.0,accept,78.25,5,11
306.0,93.0,3.51,46.0,0.0,117.0,accept,79.5,1,10
307.0,105.0,2.13,4.0,3.0,117.0,accept,76.0,8,4
308.0,101.0,3.0,13.0,0.0,117.0,accept,74.375,5,12
313.0,0.0,3.08,0.0,0.0,117.0,accept,78.875,6,12
305.0,87.0,2.96,1.0,0.0,117.0,accept,75.0,6,4
300.0,90.0,2.0,24.0,0.0,117.0,accept,74.625,2,12
311.0,109.0,1.48,3.0,0.0,117.0,accept,76.625,6,8
297.0,65.0,3.6,15.0,3.0,117.0,accept,83.375,9,11
305.0,103.0,2.54,12.0,0.0,117.0,accept,75.25,7,10
318.0,103.0,3.16,7.0,0.0,117.0,accept,76.125,9,10
302.0,82.0,2.7,1.0,0.0,117.0,accept,78.625,8,4
301.0,82.0,2.8,26.0,0.0,117.0,accept,80.0,1,11
323.0,111.0,2.8,16.0,0.0,117.0,accept,80.625,6,12
305.0,105.0,3.56,0.0,0.0,117.0,accept,72.125,1,5
305.0,105.0,3.56,0.0,0.0,117.0,accept,75.5,6,4
297.0,99.0,2.2,60.0,0.0,117.0,accept,78.875,6,12
301.0,95.0,2.35,24.0,2.0,117.0,accept,77.5,4,8
311.0,101.0,3.05,19.0,0.0,117.0,accept,75.75,6,10
310.0,101.0,3.6,0.0,0.0,117.0,accept,78.625,5,9
301.0,89.0,2.86,3.0,0.0,117.0,accept,80.875,7,6
315.0,104.0,2.06,18.0,1.0,117.0,accept,79.5,1,11
308.0,65.0,3.47,31.0,0.0,117.0,accept,79.375,8,8
315.0,108.0,2.9,2.0,0.0,117.0,accept,76.5,3,12
313.0,84.0,3.42,0.0,0.0,117.0,accept,76.0,5,10
310.0,107.0,3.55,44.0,0.0,117.0,accept,73.0,4,7
320.0,109.0,3.14,40.0,0.0,117.0,accept,78.75,1,8
325.0,97.0,3.14,0.0,0.0,117.0,accept,71.875,4,7
323.0,105.0,3.28,0.0,0.0,117.0,accept,79.0,6,6
310.0,101.0,3.33,77.0,0.0,117.0,accept,76.75,7,10
303.0,65.0,3.25,0.0,0.0,117.0,accept,76.125,3,6
323.0,104.0,2.5,15.0,0.0,117.0,accept,85.125,3,8
308.0,75.0,3.02,13.0,0.0,117.0,accept,74.375,4,4
306.0,88.0,3.12,20.0,0.0,117.0,accept,77.5,3,5
306.0,88.0,3.12,20.0,0.0,117.0,accept,82.875,4,8
317.0,107.0,2.75,0.0,0.0,117.0,accept,73.875,1,8
312.0,99.0,2.8,30.0,0.0,117.0,accept,74.5,9,8
302.0,94.0,3.4,17.0,0.0,117.0,accept,73.25,7,12
312.0,111.0,3.33,24.0,0.0,117.0,accept,83.75,8,9
312.0,103.0,2.94,0.0,0.0,117.0,accept,75.0,7,7
302.0,96.0,3.05,30.0,3.0,117.0,accept,74.25,5,4
300.0,110.0,3.55,1.0,0.0,117.0,accept,70.875,9,8
310.0,98.0,2.86,0.0,0.0,117.0,accept,76.375,7,12
309.0,105.0,2.35,0.0,0.0,117.0,accept,74.5,2,11
321.0,103.0,2.5,30.0,1.0,117.0,accept,77.25,2,4
309.0,105.0,2.8,0.0,0.0,117.0,accept,76.0,7,12
311.0,95.0,2.22,0.0,0.0,117.0,accept,76.875,5,10
320.0,106.0,3.36,30.0,3.0,117.0,accept,79.0,5,9
307.0,98.0,2.5,0.0,0.0,117.0,accept,73.5,1,12
309.0,106.0,2.7,20.0,0.0,117.0,accept,82.75,1,6
301.0,101.0,2.8,30.0,0.0,117.0,accept,76.375,3,5
312.0,103.0,3.55,30.0,0.0,117.0,accept,75.625,9,10
311.0,109.0,2.22,10.0,3.0,117.0,accept,73.875,7,11
305.0,101.0,1.95,50.0,2.0,117.0,reject,81.875,1,11
300.0,75.0,2.68,12.0,0.0,117.0,reject,78.0,3,5
300.0,86.0,1.32,0.0,0.0,117.0,reject,82.0,9,5
310.0,114.0,2.42,0.0,0.0,117.0,reject,80.875,4,9
293.0,89.0,1.8,2.0,1.0,117.0,reject,68.5,7,7
319.0,0.0,3.32,0.0,3.0,117.0,reject,73.75,7,7
305.0,105.0,1.72,35.0,0.0,117.0,reject,76.25,1,4
303.0,112.0,2.08,0.0,0.0,117.0,reject,79.375,5,5
304.0,104.0,2.7,25.0,0.0,117.0,reject,77.5,8,4
313.0,102.0,2.9,33.0,0.0,117.0,reject,77.375,3,4
293.0,75.0,3.4,6.0,0.0,117.0,reject,76.125,3,4
310.0,107.0,2.48,13.0,0.0,117.0,reject,80.5,3,8
310.0,107.0,2.48,13.0,0.0,117.0,reject,72.5,8,5
303.0,93.0,2.76,0.0,0.0,117.0,reject,71.125,2,12
313.0,99.0,3.0,28.0,0.0,117.0,reject,83.25,2,10
310.0,95.0,1.95,9.0,3.0,117.0,reject,83.0,4,9
298.0,78.0,2.5,9.0,3.0,117.0,reject,77.5,2,10
301.0,86.0,1.9,30.0,0.0,117.0,reject,82.625,8,12
320.0,103.0,3.06,32.0,0.0,117.0,reject,75.5,4,5
308.0,78.0,2.97,30.0,0.0,117.0,reject,81.125,1,7
319.0,106.0,2.85,20.0,0.0,117.0,reject,77.125,4,5
289.0,85.0,3.32,0.0,0.0,117.0,reject,76.375,4,5
306.0,88.0,3.32,10.0,0.0,117.0,reject,77.25,9,12
306.0,65.0,3.25,30.0,0.0,117.0,reject,66.25,5,6
300.0,97.0,1.96,0.0,0.0,117.0,reject,74.875,7,11
309.0,97.0,2.05,0.0,0.0,117.0,reject,74.125,8,9
307.0,101.0,3.15,30.0,0.0,117.0,reject,76.625,8,9
317.0,104.0,3.28,2.0,0.0,49.0,accept,78.0,8,9
317.0,104.0,3.28,2.0,0.0,49.0,accept,75.125,9,4
320.0,107.0,2.8,23.0,0.0,49.0,accept,76.0,6,9
319.0,92.0,3.2,12.0,0.0,49.0,accept,74.375,2,9
324.0,108.0,3.12,6.0,2.0,49.0,accept,74.375,2,4
326.0,109.0,3.27,0.0,0.0,49.0,accept,80.375,9,6
317.0,0.0,3.1,0.0,0.0,49.0,accept,80.375,9,8
317.0,110.0,3.76,13.0,0.0,49.0,accept,72.0,5,12
320.0,107.0,3.8,12.0,0.0,49.0,accept,78.5,2,12
318.0,113.0,3.14,3.0,0.0,49.0,accept,79.25,1,5
325.0,107.0,2.85,9.0,0.0,49.0,accept,71.5,6,7
316.0,107.0,3.69,2.0,1.0,49.0,accept,76.625,9,8
320.0,108.0,3.4,18.0,0.0,49.0,accept,72.625,2,9
324.0,109.0,3.68,13.0,0.0,49.0,accept,75.25,4,8
315.0,109.0,3.05,37.0,0.0,49.0,accept,75.25,1,10
322.0,114.0,3.34,1.0,0.0,49.0,accept,77.875,9,6
321.0,114.0,3.73,22.0,3.0,49.0,accept,77.25,3,6
316.0,101.0,3.32,29.0,0.0,49.0,accept,77.5,1,11
324.0,117.0,3.32,57.0,0.0,49.0,accept,81.0,3,4
320.0,105.0,3.05,28.0,0.0,49.0,accept,77.625,1,8
317.0,104.0,3.28,2.0,0.0,49.0,accept,79.125,7,8
317.0,104.0,3.28,2.0,0.0,49.0,accept,74.625,8,7
320.0,107.0,2.8,23.0,0.0,49.0,accept,77.875,1,7
319.0,92.0,3.2,12.0,0.0,49.0,accept,71.625,5,11
324.0,108.0,3.12,6.0,2.0,49.0,accept,73.25,5,7
326.0,109.0,3.27,0.0,0.0,49.0,accept,81.5,6,6
317.0,0.0,3.1,0.0,0.0,49.0,accept,81.625,1,7
317.0,110.0,3.76,13.0,0.0,49.0,accept,75.0,8,8
320.0,107.0,3.8,12.0,0.0,49.0,accept,78.375,7,12
318.0,113.0,3.14,3.0,0.0,49.0,accept,81.0,1,9
325.0,107.0,2.85,9.0,0.0,49.0,accept,75.375,6,10
316.0,107.0,3.69,2.0,1.0,49.0,accept,77.625,9,7
320.0,108.0,3.4,18.0,0.0,49.0,accept,70.625,4,9
324.0,109.0,3.68,13.0,0.0,49.0,accept,77.375,8,12
315.0,109.0,3.05,37.0,0.0,49.0,accept,74.625,2,12
322.0,114.0,3.34,1.0,0.0,49.0,accept,80.25,2,10
321.0,114.0,3.73,22.0,3.0,49.0,accept,77.875,1,10
316.0,101.0,3.32,29.0,0.0,49.0,accept,75.125,3,11
324.0,117.0,3.32,57.0,0.0,49.0,accept,69.0,6,6
320.0,105.0,3.05,28.0,0.0,49.0,accept,73.625,7,8
323.0,108.0,3.37,14.0,0.0,49.0,accept,79.125,9,10
323.0,108.0,3.37,14.0,0.0,49.0,accept,79.125,2,9
320.0,107.0,3.52,41.0,3.0,49.0,accept,81.75,3,8
321.0,103.0,3.46,38.0,0.0,49.0,accept,79.125,8,7
314.0,109.0,3.4,0.0,1.0,49.0,accept,73.5,6,7
318.0,104.0,3.1,0.0,0.0,49.0,accept,74.875,5,6
323.0,101.0,2.65,15.0,0.0,49.0,accept,71.125,5,5
318.0,101.0,4.0,12.0,0.0,49.0,accept,69.25,8,4
332.0,106.0,3.38,20.0,3.0,49.0,accept,75.75,8,4
321.0,100.0,2.6,7.0,3.0,49.0,accept,77.875,7,7
316.0,108.0,3.88,30.0,0.0,49.0,accept,78.5,9,6
329.0,109.0,3.48,2.0,3.0,49.0,accept,73.25,1,4
318.0,108.0,3.76,28.0,2.0,49.0,accept,81.5,1,6
322.0,107.0,3.51,0.0,0.0,49.0,accept,80.375,1,10
322.0,105.0,3.17,25.0,2.0,49.0,accept,70.875,9,10
316.0,110.0,3.64,21.0,0.0,49.0,accept,81.625,5,7
321.0,0.0,3.73,0.0,0.0,49.0,accept,79.375,2,8
312.0,103.0,3.4,60.0,0.0,49.0,accept,76.375,1,6
317.0,100.0,3.27,0.0,0.0,49.0,accept,74.125,5,9
316.0,103.0,3.45,19.0,0.0,49.0,accept,73.625,8,9
327.0,0.0,3.74,0.0,0.0,49.0,accept,81.75,6,5
329.0,118.0,3.38,15.0,0.0,49.0,accept,80.875,4,6
320.0,0.0,3.8,14.0,3.0,49.0,accept,71.5,1,9
325.0,112.0,3.2,36.0,3.0,49.0,accept,71.75,4,12
314.0,97.0,3.2,0.0,0.0,49.0,accept,84.75,2,6
321.0,114.0,3.77,15.0,0.0,49.0,accept,73.125,8,6
328.0,117.0,3.7,5.0,3.0,49.0,accept,75.375,9,9
324.0,103.0,3.32,46.0,0.0,49.0,accept,73.5,6,8
328.0,112.0,3.54,19.0,0.0,49.0,accept,81.25,1,11
322.0,105.0,3.22,19.0,0.0,49.0,accept,75.25,8,9
320.0,114.0,3.58,6.0,0.0,49.0,accept,81.5,6,8
318.0,108.0,3.8,20.0,3.0,49.0,accept,76.625,2,9
317.0,96.0,2.79,9.0,3.0,49.0,accept,71.5,7,8
320.0,99.0,3.48,37.0,0.0,49.0,accept,75.125,7,11
325.0,115.0,3.74,20.0,0.0,49.0,accept,72.5,6,11
318.0,110.0,3.5,17.0,3.0,49.0,accept,84.5,3,12
318.0,110.0,3.5,17.0,3.0,49.0,accept,76.25,9,6
316.0,104.0,3.68,20.0,3.0,49.0,accept,73.375,3,10
324.0,110.0,3.6,0.0,3.0,49.0,accept,74.25,2,10
329.0,115.0,3.32,0.0,3.0,49.0,accept,74.625,6,8
320.0,75.0,3.4,2.0,0.0,49.0,accept,74.75,1,7
324.0,113.0,3.25,5.0,0.0,49.0,accept,82.5,7,4
322.0,108.0,3.56,20.0,0.0,49.0,accept,73.875,8,7
321.0,97.0,3.12,3.0,0.0,49.0,accept,75.125,8,12
333.0,115.0,3.16,2.0,0.0,49.0,accept,78.875,2,10
320.0,105.0,3.27,31.0,1.0,49.0,accept,77.625,1,10
324.0,109.0,3.33,21.0,3.0,49.0,accept,82.0,8,5
314.0,98.0,3.08,53.0,2.0,49.0,accept,75.375,7,12
320.0,107.0,3.52,0.0,0.0,49.0,accept,75.0,5,4
320.0,107.0,3.68,4.0,0.0,49.0,accept,76.25,5,9
327.0,107.0,3.3,5.0,0.0,49.0,accept,79.0,5,4
326.0,114.0,3.36,15.0,0.0,49.0,accept,75.5,8,5
318.0,109.0,3.48,0.0,0.0,49.0,accept,79.625,7,5
324.0,113.0,3.15,12.0,0.0,49.0,accept,78.5,5,9
319.0,110.0,3.84,26.0,0.0,49.0,accept,83.625,6,8
319.0,110.0,3.84,26.0,0.0,49.0,accept,71.875,7,4
317.0,107.0,3.72,0.0,2.0,49.0,accept,78.75,6,5
314.0,99.0,3.26,12.0,0.0,49.0,accept,77.875,5,5
318.0,108.0,2.77,15.0,3.0,49.0,accept,74.75,9,7
317.0,109.0,3.68,2.0,0.0,49.0,accept,73.625,9,8
320.0,105.0,3.28,0.0,3.0,49.0,accept,76.0,8,5
321.0,104.0,3.66,8.0,0.0,49.0,accept,78.75,1,9
323.0,111.0,2.67,0.0,0.0,49.0,accept,71.375,2,8
316.0,100.0,3.47,9.0,3.0,49.0,accept,78.5,6,10
315.0,98.0,3.76,6.0,3.0,49.0,accept,82.625,3,12
326.0,111.0,3.4,0.0,0.0,49.0,accept,78.5,6,7
317.0,75.0,3.68,2.0,0.0,49.0,accept,78.5,8,7
330.0,105.0,3.75,3.0,3.0,49.0,accept,74.5,2,9
321.0,106.0,3.62,4.0,3.0,49.0,accept,71.5,3,6
320.0,98.0,2.88,4.0,0.0,49.0,accept,80.25,6,7
324.0,110.0,2.51,13.0,3.0,49.0,accept,75.375,1,11
318.0,0.0,3.39,2.0,0.0,49.0,accept,72.75,5,7
323.0,107.0,2.76,0.0,0.0,49.0,accept,81.125,1,8
316.0,110.0,3.56,18.0,0.0,49.0,accept,75.375,5,11
319.0,105.0,3.3,0.0,0.0,49.0,accept,74.625,4,11
319.0,105.0,3.3,0.0,0.0,49.0,accept,74.5,9,6
319.0,105.0,3.3,0.0,0.0,49.0,accept,79.0,9,6
315.0,103.0,3.62,21.0,0.0,49.0,accept,76.25,7,5
319.0,95.0,3.67,20.0,0.0,49.0,accept,76.25,9,7
320.0,99.0,3.3,25.0,3.0,49.0,accept,75.875,1,12
317.0,98.0,3.78,29.0,0.0,49.0,accept,74.5,9,5
319.0,108.0,3.28,30.0,0.0,49.0,accept,74.125,8,8
330.0,118.0,3.7,10.0,3.0,49.0,accept,76.0,8,7
322.0,109.0,3.35,17.0,3.0,49.0,accept,74.75,5,5
320.0,103.0,3.23,5.0,3.0,49.0,accept,69.125,3,5
322.0,104.0,3.25,2.0,3.0,49.0,accept,77.0,7,6
325.0,114.0,3.64,24.0,0.0,49.0,accept,80.625,6,6
325.0,114.0,3.64,24.0,0.0,49.0,accept,76.875,8,9
332.0,114.0,2.73,16.0,0.0,49.0,accept,67.375,7,11
338.0,108.0,3.34,6.0,0.0,49.0,accept,78.125,5,10
319.0,96.0,3.61,2.0,3.0,49.0,accept,76.875,1,6
317.0,100.0,3.52,1.0,0.0,49.0,accept,76.375,4,12
320.0,107.0,3.48,3.0,0.0,49.0,accept,79.875,3,7
330.0,85.0,3.64,4.0,3.0,49.0,accept,76.75,1,12
331.0,113.0,3.45,23.0,0.0,49.0,accept,71.75,1,8
315.0,104.0,3.48,8.0,0.0,49.0,accept,81.5,1,4
324.0,107.0,3.38,3.0,0.0,49.0,accept,77.0,3,6
324.0,111.0,3.3,26.0,2.0,49.0,accept,76.5,6,5
323.0,113.0,3.28,2.0,3.0,49.0,accept,76.625,6,8
315.0,105.0,2.54,21.0,2.0,49.0,accept,77.5,9,6
322.0,111.0,2.9,20.0,0.0,49.0,accept,82.625,1,4
319.0,103.0,2.59,21.0,3.0,49.0,accept,70.875,7,5
314.0,105.0,3.53,15.0,0.0,49.0,accept,76.875,5,8
325.0,105.0,3.03,13.0,0.0,49.0,accept,75.625,2,6
315.0,103.0,3.62,1.0,0.0,49.0,accept,75.5,5,8
321.0,106.0,3.65,29.0,3.0,49.0,accept,78.5,9,5
322.0,101.0,3.53,3.0,0.0,49.0,accept,74.625,6,6
324.0,115.0,3.86,0.0,0.0,49.0,accept,79.75,4,5
324.0,115.0,3.86,0.0,0.0,49.0,accept,81.875,8,4
326.0,113.0,3.24,10.0,0.0,49.0,accept,81.75,4,6
325.0,115.0,3.45,11.0,0.0,49.0,accept,74.875,9,7
318.0,97.0,3.48,11.0,0.0,49.0,accept,77.25,2,12
327.0,102.0,2.6,14.0,1.0,49.0,accept,84.75,4,6
321.0,100.0,3.36,3.0,0.0,49.0,accept,76.75,4,9
322.0,114.0,3.04,63.0,0.0,49.0,accept,74.875,3,5
326.0,100.0,3.47,50.0,0.0,49.0,accept,70.5,5,12
332.0,106.0,3.01,16.0,0.0,49.0,accept,79.375,3,10
321.0,104.0,3.29,0.0,0.0,49.0,accept,77.375,3,12
324.0,114.0,3.36,20.0,3.0,49.0,accept,82.125,5,7
321.0,101.0,3.52,7.0,0.0,49.0,accept,75.25,2,10
314.0,115.0,2.55,36.0,3.0,49.0,accept,68.75,4,8
320.0,109.0,2.9,0.0,0.0,49.0,accept,82.875,6,9
322.0,106.0,3.0,21.0,0.0,49.0,accept,84.625,6,6
316.0,110.0,3.78,26.0,3.0,49.0,accept,81.0,9,4
326.0,116.0,3.52,3.0,0.0,49.0,accept,74.5,6,5
312.0,93.0,3.32,12.0,0.0,49.0,accept,74.5,9,9
323.0,117.0,3.82,5.0,0.0,49.0,accept,76.375,7,7
319.0,106.0,3.4,16.0,0.0,49.0,accept,84.875,6,11
319.0,106.0,3.4,16.0,0.0,49.0,accept,72.5,9,11
335.0,109.0,3.63,6.0,0.0,49.0,accept,75.125,8,5
315.0,103.0,2.7,40.0,3.0,49.0,accept,83.125,2,8
327.0,106.0,3.42,24.0,0.0,49.0,accept,72.875,9,8
325.0,115.0,3.67,15.0,0.0,49.0,accept,73.5,8,12
316.0,107.0,3.58,0.0,0.0,49.0,accept,75.0,1,5
329.0,110.0,2.8,52.0,3.0,49.0,accept,72.625,6,4
318.0,110.0,3.33,0.0,0.0,49.0,accept,77.0,9,7
322.0,110.0,3.56,4.0,2.0,49.0,accept,77.375,3,9
324.0,111.0,3.54,1.0,3.0,49.0,accept,82.25,4,5
328.0,109.0,3.64,0.0,0.0,49.0,accept,75.75,5,6
327.0,114.0,3.59,0.0,0.0,49.0,accept,79.25,3,8
316.0,105.0,3.91,39.0,0.0,49.0,accept,74.75,4,12
320.0,101.0,3.44,17.0,0.0,49.0,accept,73.25,3,7
331.0,115.0,3.36,2.0,0.0,49.0,accept,74.5,3,6
325.0,111.0,3.32,18.0,2.0,49.0,accept,80.5,3,10
329.0,108.0,3.38,16.0,0.0,49.0,accept,80.5,4,12
332.0,108.0,3.74,6.0,0.0,49.0,accept,77.75,5,11
318.0,108.0,3.84,9.0,3.0,49.0,accept,83.75,9,4
324.0,104.0,3.31,30.0,0.0,49.0,accept,77.75,9,5
324.0,104.0,3.31,30.0,0.0,49.0,accept,74.25,9,7
327.0,109.0,3.33,8.0,0.0,49.0,accept,75.375,5,11
319.0,103.0,2.73,30.0,0.0,49.0,accept,79.375,4,9
325.0,106.0,3.71,2.0,0.0,49.0,accept,77.75,5,11
323.0,107.0,3.68,20.0,0.0,49.0,accept,79.375,6,10
320.0,75.0,3.18,1.0,3.0,49.0,accept,80.375,9,8
325.0,99.0,3.0,0.0,0.0,49.0,accept,75.375,1,7
325.0,114.0,3.69,34.0,3.0,49.0,accept,76.625,3,10
314.0,106.0,2.66,23.0,2.0,49.0,accept,74.0,8,4
327.0,106.0,3.26,17.0,3.0,49.0,accept,71.625,1,11
320.0,108.0,2.73,24.0,0.0,49.0,accept,77.375,4,8
319.0,106.0,3.56,29.0,0.0,49.0,accept,72.75,5,8
317.0,101.0,3.6,18.0,0.0,49.0,accept,80.0,4,11
315.0,75.0,3.58,6.0,3.0,49.0,accept,78.5,3,6
325.0,113.0,2.62,39.0,3.0,49.0,accept,77.5,8,7
315.0,95.0,3.52,0.0,0.0,49.0,accept,76.375,4,8
315.0,103.0,3.81,32.0,0.0,49.0,accept,82.875,8,9
318.0,111.0,3.57,0.0,0.0,49.0,accept,75.5,5,10
321.0,107.0,3.25,53.0,0.0,49.0,accept,76.625,4,5
313.0,97.0,3.28,0.0,3.0,49.0,accept,76.625,7,6
321.0,113.0,3.52,2.0,3.0,49.0,accept,81.625,8,10
321.0,113.0,3.52,2.0,3.0,49.0,accept,74.5,7,10
333.0,114.0,3.61,2.0,0.0,49.0,accept,79.75,1,12
328.0,105.0,3.3,36.0,0.0,49.0,accept,81.75,6,6
318.0,104.0,3.47,9.0,3.0,49.0,accept,79.125,7,10
316.0,101.0,3.08,12.0,0.0,49.0,accept,74.0,6,7
314.0,108.0,2.99,5.0,3.0,49.0,accept,73.25,9,12
325.0,106.0,3.37,2.0,3.0,49.0,accept,78.5,5,4
316.0,108.0,3.27,30.0,0.0,49.0,accept,78.375,2,10
323.0,116.0,3.72,22.0,0.0,49.0,accept,75.875,8,5
323.0,111.0,3.56,3.0,0.0,49.0,accept,72.75,3,10
320.0,103.0,3.59,4.0,0.0,49.0,accept,74.0,1,5
316.0,102.0,3.05,6.0,0.0,49.0,accept,78.0,2,7
328.0,112.0,3.75,0.0,0.0,49.0,accept,74.75,2,12
319.0,111.0,3.69,14.0,0.0,49.0,accept,75.5,1,11
325.0,106.0,2.65,8.0,3.0,49.0,accept,76.75,1,4
325.0,114.0,3.75,9.0,0.0,49.0,accept,79.5,5,8
323.0,75.0,3.55,0.0,0.0,49.0,accept,73.75,3,8
312.0,108.0,3.7,2.0,0.0,49.0,accept,76.125,1,5
323.0,106.0,3.64,19.0,0.0,49.0,accept,78.75,5,11
319.0,111.0,3.52,90.0,0.0,49.0,accept,73.0,2,9
321.0,107.0,2.6,27.0,3.0,49.0,accept,79.625,3,5
321.0,107.0,2.6,27.0,3.0,49.0,accept,74.75,8,12
317.0,103.0,2.96,12.0,3.0,49.0,accept,70.875,6,12
331.0,110.0,3.8,9.0,3.0,49.0,accept,77.625,2,12
321.0,108.0,3.6,25.0,0.0,49.0,accept,76.25,1,12
322.0,113.0,3.61,3.0,0.0,49.0,accept,75.375,4,7
327.0,112.0,3.6,4.0,0.0,49.0,accept,74.5,4,4
310.0,75.0,3.81,5.0,0.0,49.0,accept,79.25,6,9
328.0,109.0,3.26,9.0,2.0,49.0,accept,82.0,2,8
325.0,114.0,2.96,27.0,0.0,49.0,accept,70.75,8,7
329.0,100.0,3.1,65.0,0.0,49.0,accept,78.75,5,4
331.0,116.0,2.65,37.0,3.0,49.0,accept,76.75,2,6
316.0,100.0,3.6,40.0,0.0,49.0,accept,81.0,9,6
316.0,109.0,3.12,0.0,0.0,49.0,accept,85.5,1,12
323.0,109.0,3.19,24.0,3.0,49.0,accept,79.125,3,11
333.0,118.0,3.54,6.0,0.0,49.0,accept,73.625,1,10
320.0,99.0,3.08,13.0,0.0,49.0,accept,76.125,9,12
323.0,108.0,3.53,15.0,3.0,49.0,accept,73.75,1,12
311.0,99.0,3.18,7.0,0.0,49.0,accept,74.625,1,5
327.0,108.0,3.4,12.0,0.0,49.0,accept,80.125,5,7
312.0,99.0,3.45,36.0,0.0,49.0,accept,73.5,7,7
329.0,101.0,3.11,9.0,3.0,49.0,accept,73.25,5,6
329.0,101.0,3.11,9.0,3.0,49.0,accept,78.25,2,9
315.0,99.0,3.31,36.0,3.0,49.0,accept,78.75,5,9
322.0,115.0,3.4,2.0,3.0,49.0,accept,76.375,5,11
323.0,111.0,2.5,18.0,3.0,49.0,accept,83.25,8,9
323.0,119.0,3.25,0.0,0.0,49.0,accept,78.25,7,8
319.0,115.0,1.43,0.0,0.0,49.0,accept,73.0,6,12
324.0,112.0,3.6,0.0,0.0,49.0,accept,78.75,8,7
300.0,94.0,2.9,24.0,2.0,49.0,accept,75.0,9,5
316.0,114.0,3.34,0.0,0.0,49.0,accept,80.625,9,9
323.0,108.0,3.6,33.0,0.0,49.0,accept,81.0,2,10
320.0,0.0,3.0,25.0,2.0,49.0,accept,85.0,7,8
311.0,110.0,3.4,16.0,0.0,49.0,accept,79.875,2,6
327.0,107.0,2.7,9.0,0.0,49.0,accept,73.75,9,10
320.0,0.0,2.4,30.0,3.0,49.0,accept,75.875,1,9
312.0,93.0,3.55,8.0,3.0,49.0,accept,83.125,2,12
318.0,112.0,2.9,2.0,3.0,49.0,accept,76.875,9,7
325.0,116.0,3.32,0.0,0.0,49.0,accept,81.625,4,12
325.0,113.0,3.15,45.0,3.0,49.0,accept,76.625,7,4
318.0,95.0,3.14,30.0,0.0,49.0,accept,84.0,1,4
335.0,0.0,3.89,3.0,3.0,49.0,accept,73.5,1,6
335.0,0.0,3.89,3.0,3.0,49.0,accept,75.5,8,9
330.0,116.0,3.28,0.0,0.0,49.0,accept,75.25,5,5
321.0,117.0,3.49,2.0,2.0,49.0,accept,74.625,9,5
313.0,109.0,3.76,2.0,0.0,49.0,accept,80.875,3,5
316.0,101.0,3.47,22.0,0.0,49.0,accept,77.25,1,10
309.0,98.0,3.52,24.0,0.0,49.0,accept,77.625,5,7
